DATE,ENGAGEMENTS,,,FOLLOWS,,,IMPRESSIONS,,,REACH,,,USERS,PAGEVIEWS,Engagements (30-Day Rolling Average),,,Followers,,,,Impressions (30-Day Rolling Average),,,Reach (30-Day Rolling Average),,,USERS (30-day Rolling Average),PAGEVIEWS (30-day Rolling Average),,Website Visitors,Website Pageviews,Social Reach,Social Engagements,New Followers
,FB,LI,INSTA,FB,LI,INSTA,FB,LI,INSTA,FB,LI,INSTA,WEBSITE,WEBSITE,FB,LI,INSTA,FB,LI,INSTA,Total,FB,LI,INSTA,FB,LI,INSTA,WEBSITE,WEBSITE,,"95,022","275,641","571,000","19,152","1,194"
6/21/2024,75,31,,3,2,,1988,857,,1988,360,201,474,1099,42.73333333,17.5,,"7,693","3,883",,,1401.533333,637.6,,1401.533333,415.3333333,66.9,571.7666667,1228.933333,,,,,,
6/22/2024,23,6,,1,0,,1147,541,,1147,283,95,304,504,42,17.4,,"7,696","3,885",,,1349.533333,640.5333333,,1349.533333,405.1538462,68.13333333,555.5333333,1183.333333,,,,,,
6/23/2024,11,9,,1,3,,581,281,,581,172,27,308,570,41.23333333,17.03333333,,"7,697","3,885",,,1318.866667,625.5,,1318.866667,388.5,66.5,544.1,1156.2,,,,,,
6/24/2024,11,23,,1,2,,760,573,,760,353,39,603,1243,41,17.4,,"7,698","3,888",,,1299.1,627.6333333,,1299.1,386.1333333,65.26666667,554.1,1180.5,,,,,,
6/25/2024,10,15,,5,4,,511,564,,511,251,48,587,1480,41.06666667,17.66666667,,"7,699","3,890",,,1280.433333,636.4333333,,1280.433333,377.6875,63.43333333,560.8,1210.9,,,,,,
6/26/2024,24,8,,0,5,,1335,488,,1335,218,74,628,1506,41.36666667,17.8,,"7,704","3,894",,,1295.066667,642.9666667,,1295.066667,368.2941176,63.9,565.4,1230.833333,,,,,,
6/27/2024,22,5,,0,1,,1081,440,,1081,207,63,564,1172,41.76666667,17.7,,"7,704","3,899",,,1301.466667,641.1333333,,1301.466667,359.3333333,64.5,555.5666667,1207.733333,,,,,,
6/28/2024,118,16,,1,3,,2521,473,,2521,233,71,452,1067,44.2,18.13333333,,"7,704","3,900",,,1334.633333,641.4,,1334.633333,352.6842105,65,542.3333333,1181.533333,,,,,,
6/29/2024,52,16,,0,1,,1345,485,,1345,219,48,276,492,41.7,18.03333333,,"7,705","3,903",,,1327.166667,635.4333333,,1327.166667,346,64.36666667,525.2666667,1130.766667,,,,,,
6/30/2024,20,6,,0,0,,717,244,,717,117,25,279,530,39.06666667,17.83333333,,"7,705","3,904",,,1293.233333,618.9666667,,1293.233333,335.0952381,63.53333333,513.7666667,1102.033333,,,,,,
7/1/2024,48,9,,5,4,,2155,564,,2155,264,55,652,1637,39.73333333,17.86666667,,"7,705","3,904",,,1324.466667,621.0333333,,1324.466667,331.8636364,62.83333333,524.2666667,1138.2,,,,,,
7/2/2024,70,16,,2,3,,2338,683,,2338,282,44,548,1263,41.23333333,18.1,,"7,710","3,908",,,1377.8,634.9,,1377.8,329.6956522,61.36666667,529.2666667,1157.966667,,,,,,
7/3/2024,20,26,,1,4,,1292,878,,1292,414,149,578,1325,40.96666667,18.5,,"7,712","3,911",,,1375.7,624.4666667,,1375.7,333.2083333,64.63333333,523.6666667,1152.266667,,,,,,
7/4/2024,38,6,,0,0,,1537,826,,1537,268,70,278,445,41.4,18.23333333,,"7,713","3,915",,,1390.666667,628.2,,1390.666667,330.6,65.3,506.0333333,1111.166667,,,,,,
7/5/2024,34,10,,1,2,,1739,589,,1739,275,59,398,795,41.83333333,18.26666667,,"7,713","3,915",,,1411.733333,636.3,,1411.733333,328.4615385,65.76666667,495.2666667,1089.6,,,,,,
7/6/2024,23,13,,0,4,,1134,560,,1134,289,166,328,592,42.06666667,18.46666667,,"7,714","3,917",,,1419.8,641.8333333,,1419.8,327,69.83333333,483.3666667,1064.366667,,,,,,
7/7/2024,3,3,,0,2,,561,297,,561,164,27,327,574,41.06666667,18.03333333,,"7,714","3,921",,,1399.766667,630.6,,1399.766667,321.1785714,68.03333333,477.3333333,1053.5,,,,,,
7/8/2024,89,9,,0,7,,1925,979,,1925,373,57,697,1585,42.6,18.03333333,,"7,714","3,923",,,1424.466667,651.1,,1424.466667,322.9655172,68.06666667,490.1333333,1089.1,,,,,,
7/9/2024,111,29,,2,6,,3386,1081,,3386,578,58,634,1373,45.66666667,18.9,,"7,714","3,930",,,1515.066667,679.3,,1515.066667,331.4666667,69.06666667,499.7333333,1117.033333,,,,,,
7/10/2024,148,38,,4,10,,10448,971,,10448,586,145,656,1476,49.43333333,19.76666667,,"7,716","3,936",,,1814.8,695.6666667,,1814.8,342.6,72.8,497.8333333,1111.133333,,,,,,
7/11/2024,50,54,,2,5,,14486,1031,,14486,548,450,696,1576,48.8,20.33333333,,"7,720","3,946",,,2245.3,691.4,,2245.3,339.5333333,86.3,494.5666667,1091.8,,,,,,
7/12/2024,52,73,,4,10,,13238,1171,,13238,671,931,504,1020,47.8,22.3,,"7,722","3,951",,,2610.3,705.3,,2610.3,347.6,115.2333333,490.8333333,1073.033333,,,,,,
7/13/2024,40,32,,1,8,,11965,807,,11965,430,956,304,504,47.33333333,22.56666667,,"7,726","3,961",,,2943.066667,704.8,,2943.066667,348.2333333,144.7666667,478.8333333,1042.633333,,,,,,
7/14/2024,24,24,,1,5,,11711,565,,11711,334,1347,306,521,46.6,22.36666667,,"7,727","3,969",,,3286.9,699.6333333,,3286.9,344.6,188.0666667,473.0333333,1027.366667,,,,,,
7/15/2024,25,60,,1,10,,12985,1158,,12985,646,1794,587,1412,46.53333333,23.63333333,,"7,728","3,974",,,3674.566667,722.1666667,,3674.566667,356.8,242.6666667,483,1057.066667,,,,,,
7/16/2024,58,100,,2,8,,12609,1585,,12609,696,1739,624,1241,48.13333333,26.3,,"7,729","3,984",,,4069.4,760.0666667,,4069.4,371.2666667,299.2666667,494.3,1077.933333,,,,,,
7/17/2024,19,31,,1,10,,10797,1193,,10797,501,1330,631,1451,48.53333333,27.13333333,,"7,731","3,992",,,4397.8,782.3,,4397.8,377.5,341.2333333,495.1666667,1071.2,,,,,,
7/18/2024,28,22,,0,5,,10732,979,,10732,447,1031,576,1216,44.03333333,26,,"7,732","4,002",,,4653,782.7333333,,4653,376.1,373.1666667,493.5,1063.966667,,,,,,
7/19/2024,102,47,,1,4,,11461,1094,,11461,613,937,17,38,45.76666667,25.56666667,,"7,732","4,007",,,4980.466667,757.8,,4980.466667,373.9,402.4666667,477.6333333,1028.933333,,,,,,
7/20/2024,103,27,,2,0,,12086,611,,12086,322,1240,119,283,48.36666667,25.46666667,,"7,733","4,011",,,5352.366667,752.2666667,,5352.366667,370.4666667,442.5333333,464.5,999.6666667,,,,,,
7/21/2024,11,7,,0,1,,10931,285,,10931,173,1280,306,592,46.23333333,24.66666667,,"7,735","4,011",,,5650.466667,733.2,,5650.466667,364.2333333,478.5,458.9,982.7666667,,,,,,
7/22/2024,7,16,,1,3,,9823,579,,9823,316,982,600,1396,45.7,25,,"7,735","4,012",,,5939.666667,734.4666667,,5939.666667,365.3333333,508.0666667,468.7666667,1012.5,,,,,,
7/23/2024,22,19,,2,4,,10641,1004,,10641,356,1573,747,1729,46.06666667,25.33333333,,"7,736","4,015",,,6275,758.5666667,,6275,371.4666667,559.6,483.4,1051.133333,,,,,,
7/24/2024,38,44,,1,7,,9635,1288,,9635,589,1148,966,2011,46.96666667,26.03333333,,"7,738","4,019",,,6570.833333,782.4,,6570.833333,379.3333333,596.5666667,495.5,1076.733333,,,,,,
7/25/2024,267,172,,4,16,,13407,2723,,13407,1697,1641,669,1469,55.53333333,31.26666667,,"7,739","4,026",,,7000.7,854.3666667,,7000.7,427.5333333,649.6666667,498.2333333,1076.366667,,,,,,
7/26/2024,168,19,,5,9,,12197,998,,12197,583,1422,531,1042,60.33333333,31.63333333,,"7,743","4,042",,,7362.766667,871.3666667,,7362.766667,439.7,694.6,495,1060.9,,,,,,
7/27/2024,64,18,,1,7,,11535,622,,11535,354,2030,268,435,61.73333333,32.06666667,,"7,748","4,051",,,7711.233333,877.4333333,,7711.233333,444.6,760.1666667,485.1333333,1036.333333,,,,,,
7/28/2024,28,17,,1,8,,11455,489,,11455,307,2121,318,521,58.73333333,32.1,,"7,749","4,058",,,8009.033333,877.9666667,,8009.033333,447.0666667,828.5,480.6666667,1018.133333,,,,,,
7/29/2024,27,18,,0,3,,11310,783,,11310,432,2113,701,1821,57.9,32.16666667,,"7,750","4,066",,,8341.2,887.9,,8341.2,454.1666667,897.3333333,494.8333333,1062.433333,,,,,,
7/30/2024,9,18,,0,5,,9229,1007,,9229,424,1815,684,1800,57.53333333,32.56666667,,"7,750","4,069",,,8624.933333,913.3333333,,8624.933333,464.4,957,508.3333333,1104.766667,,,,,,
7/31/2024,45,46,,3,7,,11962,1639,,11962,855,1972,667,1580,57.43333333,33.8,,"7,750","4,074",,,8951.833333,949.1666667,,8951.833333,484.1,1020.9,508.8333333,1102.866667,,,,,,
8/1/2024,47,47,,0,19,,13806,2434,0,13806,1617,2093,629,1408,56.66666667,34.83333333,,"7,753","4,081",,,9334.1,1007.533333,,9334.1,528.6,1089.2,511.5333333,1107.7,,,,,,
8/2/2024,53,40,,2,13,,12942,2240,0,12942,1353,2019,471,999,57.76666667,35.3,,"7,753","4,100",,,9722.433333,1052.933333,,9722.433333,559.9,1151.533333,507.9666667,1096.833333,,,,,,
8/3/2024,24,18,,0,12,,12297,1386,0,12297,897,1763,305,487,57.3,35.7,,"7,755","4,113",,,10081.1,1071.6,,10081.1,580.8666667,1207.966667,508.8666667,1098.233333,,,,,,
8/4/2024,14,11,,0,6,,11851,1118,0,11851,780,2322,333,560,56.63333333,35.73333333,,"7,755","4,125",,,10418.16667,1089.233333,,10418.16667,597.7,1283.4,506.7,1090.4,,,,,,
8/5/2024,16,6,,1,9,,12368,1874,0,12368,1224,2196,607,1296,56.4,35.5,,"7,755","4,131",,,10792.63333,1133.033333,,10792.63333,628.8666667,1351.066667,516,1113.866667,,,,,,
8/6/2024,15,74,,0,13,,12534,1853,0,12534,1330,2141,595,1276,56.8,37.86666667,,"7,756","4,140",,,11191.73333,1184.9,,11191.73333,667.7333333,1421.533333,524.9333333,1137.266667,,,,,,
8/7/2024,25,52,,1,7,,12405,2248,0,12405,1360,1933,578,1279,54.66666667,39.3,,"7,756","4,153",,,11541.06667,1227.2,,11541.06667,700.6333333,1484.066667,520.9666667,1127.066667,,,,,,
8/8/2024,14,37,,1,13,,11487,1488,0,11487,1008,1866,621,1297,51.43333333,39.56666667,,"7,757","4,160",,,11811.1,1240.766667,,11811.1,714.9666667,1544.333333,520.5333333,1124.533333,,,,,,
8/9/2024,16,25,,0,3,,10892,1572,0,10892,1009,1782,491,1049,47.03333333,39.13333333,,"7,758","4,173",,,11825.9,1260.8,,11825.9,729.0666667,1598.9,515.0333333,1110.3,,,,,,
8/10/2024,4,28,,1,1,,11193,1068,0,11193,717,2149,283,566,45.5,38.26666667,,"7,758","4,176",,,11716.13333,1262.033333,,11716.13333,734.7,1655.533333,501.2666667,1076.633333,,,,,,
8/11/2024,6,9,,0,8,,11381,891,0,11381,576,2267,327,540,43.96666667,36.13333333,,"7,759","4,177",,,11654.23333,1252.7,,11654.23333,731.5333333,1700.066667,495.3666667,1060.633333,,,,,,
8/12/2024,3,23,,0,7,,11538,1568,0,11538,981,2307,580,1298,42.73333333,35.83333333,,"7,759","4,185",,,11640,1278.066667,,11640,749.9,1745.1,504.5666667,1087.1,,,,,,
8/13/2024,13,22,,0,8,,11682,1628,0,11682,1089,2044,563,1316,42.36666667,35.76666667,,"7,759","4,192",,,11639.03333,1313.5,,11639.03333,775.0666667,1768.333333,513.1333333,1113.6,,,,,,
8/14/2024,21,28,,0,8,,11066,1639,0,11066,1019,1779,594,1243,42.23333333,34.7,,"7,759","4,200",,,11575.06667,1329.533333,,11575.06667,787.5,1767.833333,513.3666667,1107.966667,,,,,,
8/15/2024,23,25,,1,7,,11808,718,0,11808,364,1910,676,1487,41.06666667,32.2,,"7,759","4,208",,,11548.36667,1300.633333,,11548.36667,776.4333333,1773.533333,515.1,1116.166667,,,,,,
8/16/2024,38,20,,2,11,,12153,1191,0,12153,425,1735,546,1067,41.7,31.83333333,,"7,760","4,215",,,11593.56667,1300.566667,,11593.56667,773.9,1787.033333,512.2666667,1103.366667,,,,,,
8/17/2024,15,9,,0,2,,11465,504,0,11465,234,1601,321,557,41.26666667,31.4,,"7,762","4,226",,,11618,1284.733333,,11618,766.8,1806.033333,503.7666667,1081.4,,,,,,
8/18/2024,5,7,,0,4,,11451,316,0,11451,172,2190,379,767,38.03333333,30.06666667,,"7,762","4,228",,,11617.66667,1258.8,,11617.66667,752.1,1847.8,515.8333333,1105.7,,,,,,
8/19/2024,2,10,,0,5,,10826,371,0,10826,228,2441,719,1690,34.66666667,29.5,,"7,762","4,232",,,11575.66667,1250.8,,11575.66667,748.9666667,1887.833333,535.8333333,1152.6,,,,,,
8/20/2024,117,17,,1,5,,12222,628,0,12222,369,2344,656,1867,38.2,29.83333333,,"7,762","4,237",,,11618.7,1262.233333,,11618.7,755.5,1923.3,547.5,1195.1,,,,,,
8/21/2024,148,21,,4,8,,13055,946,0,13055,522,2017,624,1532,42.9,30,,"7,763","4,242",,,11726.43333,1274.466667,,11726.43333,762.3666667,1957.8,548.3,1199.633333,,,,,,
8/22/2024,26,15,,2,6,,11587,608,0,11587,336,2147,582,1217,43.03333333,29.86666667,,"7,767","4,250",,,11757.96667,1261.266667,,11757.96667,761.7,1976.933333,542.8,1182.566667,,,,,,
8/23/2024,48,11,,0,2,,12183,694,0,12183,331,2090,508,1192,43.36666667,28.76666667,,"7,769","4,256",,,11842.9,1241.466667,,11842.9,753.1,2008.333333,527.5333333,1155.266667,,,,,,
8/24/2024,15,19,,1,7,,13233,698,0,13233,320,2328,292,488,34.96666667,23.66666667,,"7,769","4,258",,,11837.1,1173.966667,,11837.1,707.2,2031.233333,514.9666667,1122.566667,,,,,,
8/25/2024,13,17,,0,4,,13234,406,0,13234,228,2373,301,661,29.8,23.6,,"7,770","4,265",,,11871.66667,1154.233333,,11871.66667,695.3666667,2062.933333,507.3,1109.866667,,,,,,
8/26/2024,5,26,,1,5,,14155,814,0,14155,460,2437,848,1848,27.83333333,23.86666667,,"7,770","4,269",,,11959,1160.633333,,11959,698.9,2076.5,526.6333333,1156.966667,,,,,,
8/27/2024,24,25,,0,6,,13450,978,0,13450,434,2715,747,1731,27.7,24.13333333,,"7,771","4,274",,,12025.5,1176.933333,,12025.5,703.1333333,2096.3,540.9333333,1197.3,,,,,,
8/28/2024,13,15,,0,4,,12159,496,0,12159,261,2563,844,2257,27.23333333,24.03333333,,"7,771","4,280",,,12053.8,1167.366667,,12053.8,697.4333333,2111.3,545.7,1211.833333,,,,,,
8/29/2024,5,18,,0,8,,10527,535,0,10527,325,2350,838,2342,27.1,24.03333333,,"7,771","4,284",,,12097.06667,1151.633333,,12097.06667,694.1333333,2129.133333,550.8333333,1229.9,,,,,,
8/30/2024,8,26,,0,4,,10787,736,0,10787,505,2484,540,1149,25.86666667,23.36666667,,"7,771","4,292",,,12057.9,1121.533333,,12057.9,682.4666667,2146.2,546.6,1215.533333,,,,,,
8/31/2024,4,4,,0,3,,10848,237,0,10848,111,2521,328,545,24.43333333,21.93333333,,"7,771","4,296",,,11959.3,1048.3,,11959.3,632.2666667,2160.466667,536.5666667,1186.766667,,,,,,
9/1/2024,6,6,,1,2,,12555,211,0,12555,132,2601,348,678,22.86666667,20.8,,"7,771","4,299",,,11946.4,980.6666667,,11946.4,591.5666667,2179.866667,532.4666667,1176.066667,,,,,,
9/2/2024,5,6,,0,4,,13115,219,0,13115,128,3182,414,805,22.23333333,20.4,,"7,772","4,301",,,11973.66667,941.7666667,,11973.66667,565.9333333,2227.166667,536.1,1186.666667,,,,,,
9/3/2024,15,3,,1,1,,13008,238,0,13008,160,2723,797,2130,22.26666667,20.13333333,,"7,772","4,305",,,12012.23333,912.4333333,,12012.23333,545.2666667,2240.533333,551.5666667,1239,,,,,,
9/4/2024,9,0,,1,3,,11510,169,0,11510,107,2912,703,1807,22.03333333,19.93333333,,"7,773","4,306",,,11983.63333,855.6,,11983.63333,508.0333333,2264.4,554.7666667,1256.033333,,,,,,
9/5/2024,14,6,,1,3,,11194,557,0,11194,203,3624,722,1920,22,17.66666667,,"7,774","4,309",,,11938.96667,812.4,,11938.96667,470.4666667,2313.833333,559,1277.5,,,,,,
9/6/2024,6,28,,1,6,,10249,839,0,10249,399,4219,699,1581,21.36666667,16.86666667,,"7,775","4,312",,,11867.1,765.4333333,,11867.1,438.4333333,2390.033333,563.0333333,1287.566667,,,,,,
9/7/2024,4,54,,0,6,,10362,1138,0,10362,735,3843,314,497,21.03333333,17.43333333,,"7,776","4,318",,,11829.6,753.7666667,,11829.6,429.3333333,2455.933333,552.8,1260.9,,,,,,
9/8/2024,4,11,,0,2,,11652,410,0,11652,260,3201,392,659,20.63333333,16.96666667,,"7,776","4,324",,,11854.93333,715.0333333,,11854.93333,404.3666667,2503.233333,549.5,1247.9,,,,,,
9/9/2024,7,19,,0,8,1,11674,710,0,11674,412,3488,734,1521,20.73333333,16.66666667,,"7,776","4,326",,,11870.96667,703.1,,11870.96667,394.2,2547.866667,564.5333333,1279.733333,,,,,,
9/10/2024,27,18,,0,7,0,11110,620,0,11110,359,3381,757,1610,21.43333333,16.96666667,,"7,776","4,334",,,11861.93333,694.0666667,,11861.93333,386.9666667,2585,578.8666667,1315.4,,,,,,
9/11/2024,15,32,,0,6,1,11361,1159,0,11361,639,2656,830,2237,21.83333333,17.26666667,,"7,776","4,341",,,11856.03333,680.4333333,,11856.03333,375.5666667,2596.633333,587.2,1346.7,,,,,,
9/12/2024,5,22,,2,4,0,10497,918,0,10497,462,3187,875,2043,21.56666667,17.26666667,,"7,776","4,347",,,11816.53333,656.7666667,,11816.53333,354.6666667,2634.733333,597.6,1370.933333,,,,,,
9/13/2024,1,2,,2,3,0,10341,473,0,10341,252,2859,736,1947,20.9,16.4,,"7,778","4,351",,,11792.36667,617.9,,11792.36667,329.1,2670.733333,602.3333333,1394.4,,,,,,
9/14/2024,4,2,,1,2,1,11099,175,0,11099,116,2869,324,574,20.26666667,15.63333333,,"7,780","4,354",,,11768.73333,599.8,,11768.73333,320.8333333,2702.7,590.6,1363.966667,,,,,,
9/15/2024,23,2,,0,1,1,12906,163,0,12906,93,2147,363,635,19.76666667,15.03333333,,"7,781","4,356",,,11793.83333,565.5333333,,11793.83333,309.7666667,2716.433333,584.5,1349.566667,,,,,,
9/16/2024,49,25,,2,9,0,12977,1227,0,12977,728,2507,827,1963,20.9,15.56666667,,"7,781","4,357",,,11844.23333,589.6333333,,11844.23333,326.2333333,2746.633333,601.3666667,1396.433333,,,,,,
9/17/2024,9,79,,2,10,0,11854,2922,0,11854,1788,3245,1080,3109,21.03333333,17.96666667,,"7,783","4,366",,,11857.66667,676.5,,11857.66667,380.1,2781.8,624.7333333,1474.5,,,,,,
9/18/2024,31,46,,0,8,2,11193,1549,0,11193,914,2497,914,2808,22,19.16666667,,"7,785","4,376",,,11869.9,715.7666667,,11869.9,402.9666667,2783.666667,631.2333333,1511.766667,,,,,,
9/19/2024,14,45,,0,5,0,10613,1004,0,10613,583,3001,926,2859,18.56666667,20.1,,"7,785","4,384",,,11816.26667,728.3,,11816.26667,410.1,2805.566667,640.2333333,1544.833333,,,,,,
9/20/2024,11,81,,0,11,1,10539,1483,0,10539,748,2373,701,2009,14,22.1,,"7,785","4,389",,,11732.4,746.2,,11732.4,417.6333333,2817.433333,642.8,1560.733333,,,,,,
9/21/2024,15,48,,0,8,0,10665,852,0,10665,425,2071,308,497,13.63333333,23.2,,"7,785","4,400",,,11701.66667,754.3333333,,11701.66667,420.6,2814.9,633.6666667,1536.733333,,,,,,
9/22/2024,4,27,,1,1,0,11372,497,0,11372,282,2279,378,745,12.16666667,23.73333333,,"7,785","4,408",,,11674.63333,747.7666667,,11674.63333,418.9666667,2821.2,629.3333333,1521.833333,,,,,,
9/23/2024,15,12,,1,2,0,11629,542,0,11629,301,2863,916,2208,12.16666667,23.5,,"7,786","4,409",,,11621.16667,742.5666667,,11621.16667,418.3333333,2839.033333,650.1333333,1579.166667,,,,,,
9/24/2024,11,23,,0,2,0,11558,608,0,11558,326,2556,1011,2728,12.1,23.7,,"7,787","4,411",,,11565.3,749.3,,11565.3,421.6,2845.133333,673.8,1648.066667,,,,,,
9/25/2024,1,5,,1,2,0,10691,494,0,10691,215,2298,1040,2577,11.96666667,23,,"7,787","4,413",,,11449.83333,738.6333333,,11449.83333,413.4333333,2840.5,680.2,1672.366667,,,,,,
9/26/2024,13,19,,0,14,0,8865,874,0,8865,560,2803,1294,3912,11.6,22.8,,"7,788","4,415",,,11297,735.1666667,,11297,417.6333333,2843.433333,698.4333333,1745.066667,,,,,,
9/27/2024,19,21,,2,5,1,8054,632,0,8054,388,3444,965,3017,11.8,23,,"7,788","4,429",,,11160.16667,739.7,,11160.16667,421.8666667,2872.8,702.4666667,1770.4,,,,,,
9/28/2024,6,9,,0,4,0,7516,388,0,7516,218,3504,307,525,11.83333333,22.7,,"7,790","4,434",,,11059.8,734.8,,11059.8,418.3,2911.266667,684.7666667,1709.833333,,,,,,
9/29/2024,4,5,,2,2,0,7399,263,0,7399,161,2954,439,801,11.7,22,,"7,790","4,438",,,10946.86667,719.0333333,,10946.86667,406.8333333,2926.933333,681.4,1698.233333,,,,,,
9/30/2024,30,23,,6,3,0,8217,721,0,8217,361,4597,1113,3525,12.56666667,22.63333333,,"7,792","4,440",,,10859.16667,735.1666667,,10859.16667,415.1666667,2996.133333,707.5666667,1797.566667,,,,,,
10/1/2024,4,28,,1,4,1,7799,1072,0,7799,491,5181,956,2546,12.5,23.36666667,,"7,798","4,443",,,10700.63333,763.8666667,,10700.63333,427.1333333,3082.133333,727.8333333,1859.833333,,,,,,
10/2/2024,24,30,,1,3,0,7961,994,0,7961,492,3543,897,2431,13.13333333,24.16666667,,"7,799","4,447",,,10528.83333,789.7,,10528.83333,439.2666667,3094.166667,743.9333333,1914.033333,,,,,,
10/3/2024,32,50,,1,20,0,7955,1592,0,7955,829,3764,840,2130,13.7,25.73333333,,"7,800","4,450",,,10360.4,834.8333333,,10360.4,461.5666667,3128.866667,745.3666667,1914.033333,,,,,,
10/4/2024,27,31,,1,5,0,7758,1008,0,7758,491,3319,825,1980,14.3,26.76666667,,"7,801","4,470",,,10235.33333,862.8,,10235.33333,474.3666667,3142.433333,749.4333333,1919.8,,,,,,
10/5/2024,17,51,,0,10,0,3235,1186,0,3235,555,1850,345,594,14.4,28.26666667,,"7,802","4,475",,,9970.033333,883.7666667,,9970.033333,486.1,3083.3,736.8666667,1875.6,,,,,,
10/6/2024,15,21,,0,2,0,459,755,0,459,411,49,401,755,14.7,28.03333333,,"7,802","4,485",,,9643.7,880.9666667,,9643.7,486.5,2944.3,726.9333333,1848.066667,,,,,,
10/7/2024,24,31,,1,8,1,392,977,0,392,499,53,971,2027,15.36666667,27.26666667,,"7,802","4,487",,,9311.366667,875.6,,9311.366667,478.6333333,2817.966667,748.8333333,1899.066667,,,,,,
10/8/2024,14,14,,0,3,0,509,570,0,509,371,43,902,1834,15.7,27.36666667,,"7,803","4,495",,,8939.933333,880.9333333,,8939.933333,482.3333333,2712.7,765.8333333,1938.233333,,,,,,
10/9/2024,5,17,,0,3,0,577,681,0,577,293,19,901,1986,15.63333333,27.3,,"7,803","4,498",,,8570.033333,879.9666667,,8570.033333,478.3666667,2597.066667,771.4,1953.733333,,,,,,
10/10/2024,52,28,,2,6,1,1069,1131,0,1069,597,32,953,2244,16.46666667,27.63333333,,"7,803","4,501",631,"12,935",8235.333333,897,,8235.333333,486.3,2485.433333,777.9333333,1974.866667,,,,,,
10/11/2024,20,45,,1,12,3,852,1917,0,852,935,52,715,1592,16.63333333,28.06666667,,"7,805","4,507",632,"12,944",7885.033333,922.2666667,,7885.033333,496.1666667,2398.633333,774.1,1953.366667,,,,,,
10/12/2024,6,54,,3,17,1,499,1804,0,499,925,38,320,525,16.66666667,29.13333333,,"7,806","4,519",635,"12,960",7551.766667,951.8,,7551.766667,511.6,2293.666667,755.6,1902.766667,,,,,,
10/13/2024,2,16,,0,2,0,333,634,0,333,392,18,375,645,16.7,29.6,,"7,809","4,536",636,"12,981",7218.166667,957.1666667,,7218.166667,516.2666667,2198.966667,743.5666667,1859.366667,,,,,,
10/14/2024,15,17,,2,5,0,261,569,0,261,343,13,702,1509,17.06666667,30.1,,"7,809","4,538",636,"12,983",6856.9,970.3,,6856.9,523.8333333,2103.766667,756.1666667,1890.533333,,,,,,
10/15/2024,2,13,,0,5,0,355,919,0,355,370,39,939,2005,16.36666667,30.46666667,,"7,811","4,543",636,"12,990",6438.533333,995.5,,6438.533333,533.0666667,2033.5,775.3666667,1936.2,,,,,,
10/16/2024,163,28,,3,2,0,1925,1110,0,1925,420,66,967,2349,20.16666667,30.56666667,,"7,811","4,548",636,"12,995",6070.133333,991.6,,6070.133333,522.8,1952.133333,780.0333333,1949.066667,,,,,,
10/17/2024,70,25,,2,8,0,1196,931,0,1196,507,46,857,1751,22.2,28.76666667,,"7,814","4,550",636,"13,000",5714.866667,925.2333333,,5714.866667,480.1,1845.5,772.6,1903.8,,,,,,
10/18/2024,20,22,,0,4,0,575,813,0,575,408,42,896,2085,21.83333333,27.96666667,,"7,816","4,558",636,"13,010",5360.933333,900.7,,5360.933333,463.2333333,1763.666667,772,1879.7,,,,,,
10/19/2024,29,22,,0,5,0,702,778,0,702,382,60,368,716,22.33333333,27.2,,"7,816","4,562",636,"13,014",5030.566667,893.1666667,,5030.566667,456.5333333,1665.633333,753.4,1808.266667,,,,,,
10/20/2024,11,18,,0,2,0,359,590,0,359,329,25,432,827,22.33333333,25.1,,"7,816","4,567",636,"13,019",4691.233333,863.4,,4691.233333,442.5666667,1587.366667,744.4333333,1768.866667,,,,,,
10/21/2024,1,23,,1,3,1,513,874,0,513,417,38,1093,2699,21.86666667,24.26666667,,"7,816","4,569",636,"13,021",4352.833333,864.1333333,,4352.833333,442.3,1519.6,770.6,1842.266667,,,,,,
10/22/2024,9,23,,0,16,0,471,926,0,471,466,46,1055,2303,22.03333333,24.13333333,,"7,817","4,572",637,"13,026",3989.466667,878.4333333,,3989.466667,448.4333333,1445.166667,793.1666667,1894.2,,,,,,
10/23/2024,0,20,,0,7,1,391,816,0,391,385,27,966,2510,21.53333333,24.4,,"7,817","4,588",637,"13,042",3614.866667,887.5666667,,3614.866667,451.2333333,1350.633333,794.8333333,1904.266667,,,,,,
10/24/2024,32,20,,1,2,0,1628,856,0,1628,404,46,894,2281,22.23333333,24.3,,"7,817","4,595",638,"13,050",3283.866667,895.8333333,,3283.866667,453.8333333,1266.966667,790.9333333,1889.366667,,,,,,
10/25/2024,34,33,,1,5,0,983,1140,0,983,519,56,769,1649,23.33333333,25.23333333,,"7,818","4,597",638,"13,053",2960.266667,917.3666667,,2960.266667,463.9666667,1192.233333,781.9,1858.433333,,,,,,
10/26/2024,14,17,,2,1,0,450,933,0,450,436,42,306,528,23.36666667,25.16666667,,"7,819","4,602",638,"13,059",2679.766667,919.3333333,,2679.766667,459.8333333,1100.2,748.9666667,1745.633333,,,,,,
10/27/2024,2,17,,1,0,1,322,483,0,322,304,24,379,645,22.8,25.03333333,,"7,821","4,603",638,"13,062",2422.033333,914.3666667,,2422.033333,457.0333333,986.2,729.4333333,1666.566667,,,,,,
10/28/2024,3,17,,1,1,0,469,759,0,469,362,12,882,1989,22.7,25.3,,"7,822","4,603",639,"13,064",2187.133333,926.7333333,,2187.133333,461.8333333,869.8,748.6,1715.366667,,,,,,
