Post ID,Title,Publish time,Post type,Impressions,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Link Clicks
648312187331552,"Congratulations to Adam Sipes, Dave Green and Brian Jarell with Alpha Metallurgical ResourcesSouthern West Virginia for winning first place in the First Aid competition at the first annual Overmountain Mine Rescue Competition co-hosted by #VirginiaEnergy and National Mine Rescue Association - NMRA - NMRA Post 7. 

Pictured (L to R):  Dave Goad, NMA Post 7 President, Adam Sipes, Dave Green, Brian Jarell and Randy Moore, Virginia Energy Director of Coal Programs.",7/14/2023,Photos,861,769,18,15,1,2,10,4,6,
648294204000017,"#Didyouknow the State Rock of #Virginia is Nelsonite?  It is named for Nelson County, where Virginia State Geologist Thomas Watson first discovered it.  In the 20th century, it gave quite an economic boost to the county when it was mined. The titanium dioxide in nelsonite was used as a whitening pigment.  #VirginiaEnergy #VirginiaRocks #FunFactFriday",7/14/2023,Photos,2760,2738,109,81,9,19,68,17,51,
648182767344494,"On Monday,  the Governor of Virginia visited Surry County to celebrate 50 years of nuclear power from the Surry power plant. Learn more here: https://ow.ly/WLiS50PbP3Y",7/14/2023,Photos,316,276,4,3,0,1,0,,,
648094297353341,"See you later excavator! When geologists need to examine sediment beneath the surface, they do not have to dig large spans of land. The #VirginiaEnergy drill rig can reach depths of up to 100 feet and pulls sediment from a narrow hole to the surface for important analysis.",7/14/2023,Photos,1494,1402,45,38,6,1,103,21,82,
647720657390705,"Congratulations to Keith Burnette and Josh Sizemore with Affinity Mine Rescue for winning first place in the Team Tech competition at the first annual Overmountain Mine Rescue Competition co-hosted by #VirginiaEnergy and National Mine Rescue Association - NMRA Post 7. 

Pictured (L to R):  Dave Goad, NMA Post 7 President, Keith Nurnette, Josh Sizemore and Randy Moore, Virginia Energy Director of Coal Programs.",7/13/2023,Photos,1135,1054,24,20,2,2,23,8,15,
647711074058330,"This week, #VirginiaEnergy employees had the chance to try out virtual reality tools that will be used for safety training currently under development. Stay tuned for more exciting news about this unique opportunity for Virginia's workforce.",7/13/2023,Photos,1362,1277,24,23,0,1,205,159,46,
647661194063318,"The Austinville Lead and Zinc Mine in Wythe County, Virginia operated in the 18th century and was important in the Revolutionary War in the production of bullets. Learn more: http://ow.ly/c3Tv50KmmpQ  #VirginiaEnergy #ThrowbackThursday",7/13/2023,Photos,448,392,8,6,1,1,8,,8,
647224174107020,"Congratulations to James Thomas, Alpha Metallurgical Resources Southern West Virginia, for winning first place in the Pre-Shift competition at the first annual Overmountain Mine Rescue Competition co-hosted by #VirginiaEnergy and National Mine Rescue Association - NMRA Post 7. 

Pictured",7/12/2023,Photos,1693,1601,40,34,3,3,44,18,26,
647099867452784,"Our #VirginiaEnergy geologist was hot on the trail of a raccoon while field mapping near Rural Retreat. These nocturnal critters like to live very close to the water where they can dine on frogs and turtles and, possibly, your garbage. #wildlifewednesday",7/12/2023,Photos,1079,1016,12,11,1,0,36,16,20,
647022734127164,"Small Modular Reactors could create 7,000 jobs and generate $1.3 billion in sales, including payroll and business taxes. Learn more about the benefits of Small Modular Reactors here: https://www.energy.gov/ne/benefits-small-modular-reactors-smrs",7/12/2023,Photos,7207,3360,181,70,103,8,262,5,215,42
646709520825152,"Congratulations, Rob Hutchinson Jr., Iron Senergy Cumberland Mine, for winning first place in the Dreager BG-4 Competition at the first annual Overmountain Mine Rescue Competition co-hosted by #VirginiaEnergy and National Mine Rescue Association Post 7. 

Pictured (L to R): Dave Goad, NMA Post 7 President, Rob Hutchinson Jr. and Randy Moore, Virginia Energy Director of Coal Programs.",7/11/2023,Photos,766,714,14,13,0,1,17,12,5,
646591004170337,"Cleaning your refrigerator is no fun, but it could help your fridge run at optimal energy performance and save money. Check out these ideas from the U.S. Department of Energy as part of their #DIY Energy Saver Projects: https://ow.ly/iSTl50P81hR",7/11/2023,Links,418,380,1,1,0,0,1,,,1
646498980846206,For more information: https://townhall.virginia.gov/l/ViewMeeting.cfm?MeetingID=37146 #PublicNotice #VirginiaEnergy,7/11/2023,Photos,283,251,2,2,0,0,5,1,1,3
646207110875393,Congratulations Affinty Mine Rescue for winning second place at the first annual Overmountain Mine Rescue Competition co-hosted by #VirginiaEnergy and the National Mine Rescue Association - NMRA Post 7.,7/10/2023,Photos,3794,3595,49,40,3,6,93,62,31,
646189890877115,PPE is important! Hear a personal story as to why in this week's #minesafetyminute. #VirginiaEnergy,7/10/2023,Videos,280,231,4,3,0,1,10,,4,
646078947554876,"#VirginiaEnergy uses high-resolution LIDAR data to identify and map landslides associated with Hurricane Camille in 1969. So far, our team has placed over 5000 landslides from this one storm event! 
#HurricaneCamille",7/10/2023,Photos,293,259,4,4,0,0,2,2,,
645997160896388,"Nuclear plants, fueled by atom-splitting or fission, create heat starting a chain reaction. This heat boils water to create steam to turn a turbine. As the turbine spins, the generator turns and its magnetic field creates electricity. Learn more here: https://www.nrc.gov/reading-rm/basic-ref/students/what-is-nuclear-energy.html",7/10/2023,Photos,373,323,3,3,0,0,6,1,5,
645524020943702,"While this looks like an unripe blackberry it's actually called the wineberry or Rubus Phoenicolasius. The wineberry is a favorite food for bears, racoons and birds and one of our #VirginiaEnergy reclamation inspectors that spotted them while inspecting a coal mine site.",7/9/2023,Photos,1160,1074,20,16,3,1,34,10,24,
644918564337581,"It’s #SaturdaySpotlight! This week the spotlight is on Isaac Anderson. Isaac is an Environmental Engineer on #VirginiaEnergy’s Mined Land Repurposing team. He ensures coal resource extraction is environmentally friendly and follows Virginia regulations. Outside work, he enjoys fishing, gardening, pickleball and video games.",7/8/2023,Photos,670,612,17,17,0,0,9,4,5,
644375594391878,"Did you feel the magnitude 2.7 earthquake in Carroll County on Wednesday?  According to the U.S. Geological Survey (USGS), it happened very close to Hillsville.  Learn more about earthquakes here: https://energy.virginia.gov/geology/earthquakes.shtml",7/7/2023,Photos,332,285,7,6,0,1,5,4,1,
644317364397701,"#FridayFun! Do you know your birthstone?  Check out Elements  infographic chart on all the birthstones and their meaning here: http://ow.ly/z5XC50JW1ts 
Take a look at our rocks and minerals page to see which stones may be in Virginia here: https://www.energy.virginia.gov/geology/minerals.shtml  #VirginiaEnergy",7/7/2023,Photos,417,379,2,2,0,0,17,11,3,3
644254411070663,All rivers naturally change their path over time. #VirginiaEnergy geologist Katie Lang is mapping the old path of a river by observing ancient river terrace deposits. She can identify that the water once flowed here by the rounded and smoothed cobbles. #FieldworkFriday,7/7/2023,Photos,1126,1063,26,24,0,2,6,3,3,
644225404406897,#DYK that nuclear energy already provides 39% of #Virginia’s electricity! That is the largest source of clean energy. Learn more here: https://ow.ly/hsXh50P1AZu,7/7/2023,Photos,283,253,3,3,0,0,1,,1,
643844127778358,"Fairfax County recently voted to offer Commercial Property Assessed Clean Energy financing. Learn more about how this tool will help businesses. #VirginiaEnergy
https://energy.virginia.gov/public/documents/newsroom/2023/Press_ReleaseFFX_Passes_CPACE20230607.pdf",7/6/2023,Photos,242,216,0,0,0,0,0,,,
643816271114477,"One of our #VirginiaEnergy inspectors found this old guy lounging in the sun on a job site.  According to Virginia Department of Wildlife Resources, the snapping turtle is the Commonwealth’s largest freshwater turtle and a modern-day link to dinosaurs. #ThrowbackThursday 🐢",7/6/2023,Photos,990,915,15,15,0,0,10,5,5,
643742451121859,"Virginia Department of Transportation has a new tool to assess whether sites across Virginia are suitable for EV charging stations. 🚗🔋⚡

Learn more at Virginia Clean Cities  https://vacleancities.org/national-electric-infrastructure-gis-mapping-tool-now-available/",7/6/2023,Photos,292,263,0,0,0,0,4,2,,2
643686801127424,"#VirginiaEnergy is accepting applications for the Abandoned Mine Land Economic Revitalization (AMLER) Program through July 14th.  You can find all the documents and information you need to apply here: https://www.energy.virginia.gov/coal/mined-land-repurposing/AMLER.shtml""",7/6/2023,Photos,291,264,0,0,0,0,4,3,,1
643598641136240,Looking for a place to take a bike ride this summer🚲? You may want to visit the site featured in this video. Learn more about why it's so unique: http://ow.ly/Myz150juYDI   #VirginiaEnergy,7/6/2023,Links,250,223,2,1,0,1,0,,,
643186364510801,"The Xe-100 is a modular reactor that can produce 76 MW of electric power. It’s like a gumball machine, loading fresh fuel pebbles daily, while discharging older ones. Learn more about how the Xe-100 works here: https://ow.ly/WpQ050P1AXY",7/5/2023,Photos,904,825,11,8,2,1,20,4,14,2
643061644523273,"Please welcome Conner Stanely as a contract worker to our Mined Land Repurposing Team. As a specialist, Conner will work with our Abandoned Mine Land Economic Revitalization (AMLER) grant program.",7/5/2023,Photos,501,441,25,19,6,0,51,6,45,
643004864528951,#Didyouknow the eastern box turtle can live to be over 100 years old? This one was found at an #abandonedmineland in Chesterfield County that was active in the late 1800s. Who knows how long the #turtle has called it home? #WildlifeWednesday,7/5/2023,Photos,963,895,16,14,0,2,13,6,7,
642971711198933,#VirginiaEnergy is requesting proposals from those interested in providing support services for various federal funding opportunities. The deadline is extended to July 10th. Check out the request on eVA: https://ow.ly/pB8b50OY8l6,7/5/2023,Videos,249,211,2,1,0,1,10,,2,1
642606481235456,"#VirginiaEnergy is accepting applications for the Abandoned Mine Land Economic Revitalization (AMLER) Program through July 14th.  You can find all the documents and information you need to apply here: https://www.energy.virginia.gov/coal/mined-land-repurposing/AMLER.shtml""",7/4/2023,Photos,265,233,4,3,0,1,7,1,3,3
642575364571901,"While touring the Charles W. Barger & Son quarry in Lexington, #VirginiaEnergy geologist David Hawkins talked to science teachers about the local geology and the importance of aggregate to Virginia’s economy.",7/4/2023,Photos,705,683,12,11,0,1,17,10,7,
642454571250647,Happy #FourthofJuly2023! Did you know these two minerals are responsible for giving #fireworks their zing? Celestine (pictured top) gives the fireworks a deep red color and gypsum makes them orange. #VirginiaEnergy,7/4/2023,Photos,718,682,11,7,1,3,5,1,4,
642364394592998,Happy 4th of July from everyone at #VirginiaEnergy!,7/4/2023,Videos,307,272,4,4,0,0,2,,2,
642004197962351,"#ICYMI Glenn Youngkin came to Abingdon to sign important #energy legislation that benefits the region and supports the All of the Above Virginia Energy Plan. #VirginiaEnergy
Energy DELTA Lab, Invest SWVA,  Starscape Media,  Delegate Will Morefield,  Israel O'Quinn,   Senator Travis Hackworth,  Delegate Terry Kilgore 
",7/3/2023,Links,193,165,3,2,0,1,0,,,
641982797964491,"The term “modular” in Small Modular Reactors means major components are made in a factory and shipped to the site. Unlike large nuclear plants, SMRs need limited on-site work, decreasing construction time. #VirginiaEnergy",7/3/2023,Photos,743,700,10,7,2,1,60,6,54,
641865281309576,Never forget your three points of contact! Take a minute to learn some tips from a fellow #coalminer in this week's #ViriginiaEnergy #minesafetyminute.,7/3/2023,Videos,1007,929,1,1,0,0,7,,7,
641775994651838,"#VirginiaEnergy offices will be closed on Tuesday, July 4th, 2023.",7/3/2023,Photos,244,213,1,1,0,0,7,3,4,
640641024765335,"Our #SaturdaySpotlight is Chris Counts! Chris is an #AbandonedMineLand Mapper for #VirginiaEnergy. His job is researching features on old mine maps and other data sources and going out in the field to find those features and enter them into the federal inventory system. Chris enjoys hiking, mountain biking and boating!",7/1/2023,Photos,723,664,20,20,0,0,16,1,15,
640180841478020,"Congratulations to Paramont Contura, Alpha Metallurgical Resources, for winning the first annual Overmountain Mine Rescue Competition co-hosted by #VirginiaEnergy and National Mine Rescue Association - NMRAPost 7. Read more about the event here: https://ow.ly/bkaw50P1E6T

Pictured (L to R): Front Row: Brad Hawkins, Eric Collins and Robbie Middleton
Back Row: Dave Goad, NMA Post 7 President, Robbie Middleton, Joey Sykes, Frankie Moore, Adam Phillips and Randy Moore, Virginia Energy Director of Coal Programs",6/30/2023,Photos,8836,7931,550,435,91,24,1140,614,505,21
640013721494732,Got outcrop? It's often challenging to find exposed bedrock in the Piedmont of Virginia since much of this geologic province is covered by thick soil. #VirginiaEnergy geologist Marcie Occhi has hit the outcrop jackpot in the Dabney area. #FieldworkFriday,6/30/2023,Photos,2074,1972,76,63,10,3,159,50,109,
639986634830774,"Explore how Small Modular Reactors work in this U.S. Department of Energy graphic. Learn more about their innovative design, efficient energy production and more here: https://www.energy.virginia.gov/renewable-energy/Nuclear.shtml",6/30/2023,Photos,17049,4180,70,54,7,9,361,53,218,90
639685661527538,For more information: https://townhall.virginia.gov/l/ViewMeeting.cfm?MeetingID=38270 #VirginiaEnergy #PublicNotice,6/29/2023,Photos,306,275,0,0,0,0,0,,,
639664291529675,"#VirginiaEnergy offices will be closed on Tuesday, July 4, 2023!",6/29/2023,Photos,266,230,2,2,0,0,0,,,
639538571542247,Draglines are used to mine deep deposits of minerals. This is a sand and gravel pit in Henrico County. #VirginiaEnergy #MiningInVirginia,6/29/2023,Photos,486,459,4,4,0,0,2,1,1,
639440638218707,#VirginiaEnergy is requesting proposals from those interested in providing support services for various federal funding opportunities. The deadline is extended to July 10th. Check out the request on eVA: https://ow.ly/y4FZ50OY8l2,6/29/2023,Videos,243,198,0,0,0,0,3,,2,1
639031538259617,#VirginiaEnergy is #hiring an Abandoned Mine Land Design Engineer! Be sure to apply by July 6th here: https://www.jobs.virginia.gov/jobs/aml-design-engineer-wise-virginia-united-states,6/28/2023,Photos,485,422,2,1,0,1,17,7,4,6
639004824928955,#Didyouknow that nuclear energy produced 772 billion kilowatt hours of electricity in 2022? That is enough electricity to power more than 72 million homes. Learn more here: https://www.energy.gov/ne/articles/5-fast-facts-about-nuclear-energy #VirginiaEnergy U.S. Department of Energy,6/28/2023,Photos,259,227,0,0,0,0,0,,,
638870208275750,Don't you love seeing this creepy crawly for #wildlifewednesday? Our #VirginiaEnergy geologist spotted this eastern ratsnake sunning by her car while field mapping near Rural Retreat. Scared of snakes? Take comfort in knowing they have no interest in anything they cannot eat. It only strikes if it feels threatened.,6/28/2023,Photos,1874,1835,29,20,8,1,144,56,88,
638778711618233,"ABB, the electrification and automation giant, launched a new factory in Virginia to produce batteries and components for electric buses, mining trucks and trains. This $6 million facility in Mechanicsville will create nearly 100 jobs and span over 65,000 sq ft. 
Learn more here: https://ow.ly/QkCE50OY3hg  #ElectricVehicles",6/28/2023,Links,289,263,2,2,0,0,10,,4,6
638398298322941,Did you know your dryer uses more energy than other appliances in your house? Check out these tips on how to save money and energy in the laundry room: http://ow.ly/CUo250FYdJC   #VirginiaEnergy #EnergySavings,6/27/2023,Photos,538,494,3,3,0,0,3,1,1,1
638379544991483,#VirginiaEnergy welcomes Brandon Baker! Brandon will be an Abandoned Mine Land Project Manager on our Mined Land Repurposing Team.,6/27/2023,Photos,2242,2019,272,206,62,4,403,46,357,
638263701669734,"The rounded cobble to the left of the hammer has telltale trace fossils called Skolithos. These cylindrical burrows were left by a variety of creatures in shallow marine environments. They are a very common #fossil in Virginia. Learn more here: http://ow.ly/64Hh50JK4H7
#VirginiaEnergy",6/27/2023,Photos,1898,1787,33,30,0,3,32,24,5,3
638208585008579,"Did you know that there are five types of #renewableenergy? Check out this helpful infographic from  Visual Capitalist and information on how renewable energy is distributed. #VirginiaEnergy

Learn more: http://ow.ly/tJQG50JLXJj",6/27/2023,Photos,237,213,3,3,0,0,1,1,,
637841728378598,"Learn more about the economic mineral resources mined in your part of #Virginia here: http://ow.ly/3gjF50K08sy
#VirginiaEnergy #MineralResources",6/26/2023,Photos,338,299,2,2,0,0,10,10,,
637821458380625,The Governor of Virginia announced the world's leading #offshorewind geo-data specialist Fugro will expand in Virginia. Learn more here: https://ow.ly/UH5j50OXwhY #VirginiaEnergy  Virginia Economic Development Partnership  Hampton Roads Alliance Caren Merrick,6/26/2023,Photos,1847,1698,80,64,3,13,67,9,50,8
637695985059839,Know the dangers when working around #abandonedminedland. Take a minute to get some tips on how to make sure the area is safe in this week's #minesafetyminute. #VirginiaEnergy,6/26/2023,Videos,5992,5992,2,1,0,1,21,,15,
637604098402361,Dominion Energy highlights the potential of Small Modular Reactors in the energy sector. SMRs offer a safe and cost effective solution for clean energy. Learn more here: https://heraldcourier.com/news/local/dominion-official-touts-potential-of-smrs/article_5a64ede4-eea9-11ed-9605-3fa7ec48f373.html,6/26/2023,Photos,239,215,0,0,0,0,0,,,
637116941784410,Before you set off your #fireworks on the 4th-- check out these fun facts from the U.S. Department of Energy: ,6/25/2023,Links,404,373,1,1,0,0,4,,,4
636574348505336,Our #SaturdaySpotlight is Terri Gibson. Terri is #VirginiaEnergy's Administration Program Specialist for our Coal Mine Safety Team. Terri tackles everything from coal miner questions to ensuring miners have proper certifications. She assists our Coal Miner Board of Examiners and even helps the mine rescue team when asked.,6/24/2023,Photos,1813,1686,108,87,18,3,104,10,94,
636160081880096,"Seven teams competed to be the best at the 2023 Virginia Governor's Cup Mine Rescue Competition. The 38th annual competition was held at The University of Virginia's College at Wise. Congratulations to Wellmore Coal Company, LLC for taking home first place!",6/23/2023,Videos,2254,2170,17,13,2,2,21,,20,
636050715224366,#Didyouknow that 19% of America's electricity comes from nuclear energy? U.S. Department of Energy sheds light on the energy production of nuclear reactors here: https://ow.ly/uyIO50OVFsG,6/23/2023,Photos,253,218,0,0,0,0,1,1,,
636015515227886,Virginia and Nuclear Energy,6/23/2023,Videos,257,216,0,0,0,0,2,,,
636015211894583,"🔬 Gain insight into the benefits and advancements of #NuclearEnergy in Virginia. 💡⚛️ 

Watch now and learn more at: https://energy.virginia.gov/renewable-energy/Nuclear.shtml

 #VirginiaEnergy",6/23/2023,Reels,5304,2667,61,26,29,6,0,,,
635973678565403,What does a #VirginiaEnergy geologist do when a rock is too dirty to properly analyze? They use a power washer of course! Geologist Patrick Finnerty is cleaning rock from a #Virginia Mesozoic Basin so he can identify key features. #FieldworkFriday,6/23/2023,Photos,631,579,2,2,0,0,2,2,,
635627388600032,"#VirginiaEnergy recognizes the exceptional commitment to safety by the mineral mining industry. Eight companies are being recognized in 2022 for recording nearly 350,000 production hours without injury. Learn more here: /https://ow.ly/gCsv50OVenN",6/22/2023,Photos,287,252,1,1,0,0,5,4,,1
635609338601837,"#VirginiaEnergy is accepting applications for the Abandoned Mine Land Economic Revitalization (AMLER) Program through July 14th.  You can find all the documents and information you need to apply here: https://www.energy.virginia.gov/coal/mined-land-repurposing/AMLER.shtml""",6/22/2023,Photos,371,320,3,2,0,1,7,1,5,1
635505988612172,"The booming solar energy industry is manifesting an enormous opportunity to restore our working landscapes, and potentially save pollinator species in the process. Learn more from Virginia Solar Summit: http://ow.ly/SU3l50Fh0J5 
#NationalPollinatorWeek🦋🐛",6/22/2023,Photos,219,190,0,0,0,0,0,,,
635100508652720,We hope you’ll join us next week for the first annual Overmountain Mine Rescue Meet to be held at the Southwest Virginia Higher Education Center in Abingdon. The first responders of the coal mining community will be competing in various skills contests to prove they are the best at what they do. This is invaluable training to these teams.,6/21/2023,Photos,1830,1668,42,35,1,6,58,11,47,
634997078663063,#VirginiaEnergy is requesting proposals from those interested in providing support services for various federal funding opportunities. Check out the request on eVA: https://ow.ly/qTb750OTg9W,6/21/2023,Videos,332,279,3,2,0,1,9,,3,1
634947088668062,This #WildlifeWednesday features some important visitors to a pollinator garden. This garden is planted near a scale house at a mineral mine in Prince George County. Our #VirginiaEnergy inspector spotted some bees and a butterfly while visiting this site.  #PollinatorWeek #beautyofnature,6/21/2023,Photos,501,460,8,8,0,0,13,3,10,
634611728701598,#VirginiaEnergy has finalized a fatality investigation. Learn more here: https://ow.ly/jiHb50OT1v1,6/20/2023,Photos,388,350,1,1,0,0,59,6,12,41
634507448712026,"#VirginiaEnergy congratulates Tim Turner from INMET Mining, LLC for winning first place in the BG4 Bench competition at the 38th annual Governor’s Cup Mine Rescue Competition, co-hosted by #VirginiaEnergy and the Metallurgical Coal Producers Association.

Pictured: Randy Moore, Virginia Energy Director of Coal Programs, Tim Turner and Barbara Altizer, Metallurgical Coal Producers Association",6/20/2023,Photos,1363,1292,42,37,4,1,69,34,35,
634430085386429,Curious about the potential of small modular reactors for clean energy? Check out the American Nuclear Society for more information: https://www.ans.org/nuclear/energy/#,6/20/2023,Photos,223,199,3,3,0,0,2,,2,
634122775417160,Looking out for co-workers is one of the most important things you can do to ensure safety at your #coalmine. Take a minute to remember why this matters in this week's #minesafetyminute. #VirginiaEnergy,6/19/2023,Videos,2674,2619,3,3,0,0,20,,14,
634015508761220,"#VirginiaEnergy congratulates Paramont Contura, Alpha Metallurgical Resources, for winning first place during the Team Tech competition at the 38th annual Governor’s Cup Mine Rescue Competition, co-hosted by #VirginiaEnergy and the Metallurgical Coal Producers Association.

Pictured: Barbara Altizer, Metallurgical Coal Producers Association, Joey Skyes, Randy Moore, Virginia Energy Director of Coal Programs and Adam Phillips",6/19/2023,Photos,980,910,42,39,2,1,39,21,18,
633940848768686,"#VirginiaEnergy will be closed on Monday, June 19, 2023, in observance of the Juneteenth holiday.",6/19/2023,Photos,302,271,3,3,0,0,1,,1,
633496242146480,Happy Father's Day from #VirginiaEnergy! #FathersDay,6/18/2023,Photos,608,544,20,19,0,1,2,1,1,
632936488869122,"Our #SaturdaySpotlight is shining on Lydia Sinemus! Starting as a Gas and Oil Inspector at #VirginiaEnergy, Lydia rejoined in 2021 with a dual role in Gas and Oil and HR. Now she leads as HR Director, implementing DHRM policies and fostering a safe and productive environment for everyone. In her spare time, Lydia loves hiking, tennis and pickleball!",6/17/2023,Photos,1086,980,168,102,64,2,140,17,123,
632548528907918,#VirginiaEnergy welcomes Michelle Hurd to the team! Michelle will be working as contractor for our Abandoned Mine Lands team.,6/16/2023,Photos,1141,1048,25,24,0,1,21,11,10,
632396845589753,"We dig this week's #FieldworkFriday! #VirginiaEnergy geologist, Catherine Brown, is collecting soil samples near Danville. She collects these samples in bags for closer examination at the office. Samples like these are taken with exact coordinates and are needed to create an accurate geologic map.",6/16/2023,Photos,1282,1185,83,73,9,1,86,26,60,
631879345641503,"🍳🥚Dutt & Wagner will be extra sunny side up with the help of #Solar!  The largest egg producer in Virginia will be adding a large-scale solar structure to help them in crises if power were to fail.

Grab your morning eggs and read more: https://heraldcourier.com/news/board-says-yes-to-solar-no-to-paintball/article_44209b2a-0a59-11ee-9f62-8f04420b7605.html

Photo by: Jeff Henderson",6/15/2023,Photos,492,418,10,7,0,3,6,1,3,2
631750238987747,"💼⚙️ #Offshorewind means job growth for #HamptonRoads! With Dominion Energy and Avangrid Renewables leading the way, the region is set to become a hub for offshore wind energy. Discover the economic impact, job opportunities and the potential for Virginia's clean energy future.  

Read More:https://www.pilotonline.com/2023/06/13/offshore-wind-progress-creates-opportunity-for-hampton-roads-businesses-advocate-says/

 #OffshoreWindEnergy #VirginiaEnergy",6/15/2023,Links,218,190,1,0,0,1,1,,,1
631655562330548,"🌬️ Happy Global Wind Day! Let's celebrate the power of wind energy and its contribution to a sustainable future. Join the worldwide movement and learn more about the benefits of wind power in driving clean, renewable energy. #GlobalWindDay  🌍💨 Check out https://ow.ly/SXyy50OMVtV for more information!",6/15/2023,Photos,218,194,2,2,0,0,0,,,
631275989035172,For more information: https://townhall.virginia.gov/l/ViewMeeting.cfm?MeetingID=38102 #PublicNotice #VirginiaEnergy,6/14/2023,Photos,398,321,5,3,0,2,5,1,1,3
631184135711024,"#VirginiaEnergy Director Glenn Davis and Economic Development Manager Daniel Kestner presented at the Brownfields Conference in Danville. They're highlighting repurposing #coal mined land for #energy projects. Virginia Department of Environmental Quality Danville, Virginia  https://energy.virginia.gov/economic-development/innovative-reclamation.shtml
#vabrownfields",6/14/2023,Photos,425,375,10,10,0,0,23,16,6,1
631158469046924,This Red-Spotted Newt made an appearance after a thunderstorm near Rural Retreat. Those bright features were easy to spot by our #VirginiaEnergy geologist. The neon spots also keep them safe from being a bird's next dinner because it conveys a warning that they are poisonous. #WildlifeWednesday,6/14/2023,Photos,898,854,44,30,13,1,28,4,24,
631107465718691,"📢#DYK that advanced #nuclear technology is changing the future of energy? 🌍💡

 Discover U.S. Department of Energy article and how new reactors are creating a clean and safe power source: https://ow.ly/JM2G50OKusv 

#AdvancedReactors #HTGR #VirginiaEnergy",6/14/2023,Photos,218,190,2,2,0,0,0,,,
630754885753949,#ViriginiaEnergy is#hiring a Compliance/Assistance Specialist! Be sure to apply by June 22nd here: https://ow.ly/FGJn50OMQZT,6/13/2023,Photos,1498,1420,14,8,0,6,55,22,15,18
630721902423914,"#VirginiaEnergy congratulates Paramont Contura, Alpha Metallurgical Resources, for winning first place during the First Aid competition at the 38th annual Governor’s Cup Mine Rescue Competition, co-hosted by #VirginiaEnergy and the Metallurgical Coal Producers Association.

Pictured: Randy Moore, Virginia Energy Director of Coal Programs, Frankie Moore, Eric Collins, Brian Keith and Barbara Altizer, Metallurgical Coal Producers Association",6/13/2023,Photos,1367,1205,92,83,6,3,62,38,24,
630602932435811,"Join #VirginiaEnergy and the  at UVA for a free informational webinar to learn about upcoming clean energy funding opportunities for agricultural producers, rural small businesses and rural areas in Virginia. Speakers will include guests from the U.S. Department of Agriculture and U.S. Department of Energy. Register here: https://ow.ly/WEVx50OMmE4",6/13/2023,Photos,229,203,1,1,0,0,2,,,2
630125735816864,Take a #minesafetyminute with Mr. Parker to learn about working safely around air compressors. #VirginiaEnergy,6/12/2023,Videos,822,792,2,2,0,0,13,,8,
630102795819158,"Ever wonder what types of rocks are under your feet? In this #MappingMonday cross section, geologists speculate on the structural style and location of rocks deep below the Blue Ridge Mountains. This example is from the Snowden area. https://tinyurl.com/479sseyw",6/12/2023,Photos,579,534,8,7,0,1,10,7,3,
629280125901425,The US Geological Survey is embarking on a crucial project to identify critical minerals essential for items such as electric car batteries in the United States. Learn more here: ,6/11/2023,Links,198,170,2,2,0,0,1,,,1
628615059301265,"This week's shining #SaturdaySpotlight is John Thompson! John is a #VirginiaEnergy Budget Analyst, the go-to guy for preparing budget reports and analyzing budget proposals. When not at the office, he volunteers, travels and explores the great outdoors!",6/10/2023,Photos,1171,985,46,34,9,3,74,6,68,
628133072682797,#VirginiaEnergy is #hiring a Grants Administrator! Be sure to apply by June 21st here: https://ow.ly/9Tlx50OIY8e,6/9/2023,Photos,2504,2202,35,16,1,18,85,18,33,34
628085629354208,This is just a small piece of the 547 miles of inter-array cables being created by the Milan firm   Prysmian Group . These subsea cables will deliver the #cleanenergy created by Dominion Energy  2.6 GW Coastal  Virginia # offshore wind  development to shore and eventually to homes and businesses. https://ow.ly/em4y50OKaQg #VirginiaEnergy,6/9/2023,Photos,280,245,4,4,0,0,3,1,2,
627999082696196,"""Nuclear Now Time to Look Again"" takes a look at controversies and solutions surrounding #nuclearenergy. Learn more here: https://ow.ly/vix950OKnXX",6/9/2023,Photos,234,204,3,3,0,0,1,1,,
627901822705922,"At #VirginiaEnergy, we love it when people are curious about what we are studying in the field. Our geologist, Holly Mangum, had a heartwarming encounter while mapping terrace cobbles in the Danville area; even our four legged friends are grateful for geologic maps 🐶! #FieldWorkFriday",6/9/2023,Photos,1156,1051,67,50,16,1,68,10,58,
627504102745694,For more information: https://townhall.virginia.gov/l/ViewMeeting.cfm?MeetingID=38111 #VirginiaEnergy #PublicNotice,6/8/2023,Photos,243,216,0,0,0,0,2,,,2
627480636081374,"Congratulations to Paramont Contura, Alpha Metallurgical Resources, for winning second place at the 38th annual Governor’s Cup Mine Rescue Competition, co-hosted by #VirginiaEnergy and the Metallurgical Coal Producers Association 

Pictured: Front: Brad Hawkins and Brian Keith. Back:  Barbara Altizer, Metallurgical Coal Producers Association, Robbie Middleton, Eric Collins, Joey Skyes, Frankie Moore, Casey Mooneyham, Adam Phillips and  Randy Moore, Virginia Energy Director of Coal Programs.",6/8/2023,Photos,4449,4039,270,212,45,13,636,430,206,
627420426087395,#VirginiaEnergy is seeking your input on a program that could finance solar installations. Be sure to share your thoughts with us by June 15th. Read more here: https://ow.ly/7lpB50OJstW,6/8/2023,Photos,210,180,1,1,0,0,1,,,1
